Node Number	X Location (mm)	Y Location (mm)	Z Location (mm)	
25220	-7,5115	3,3539	6,0618	
25221	-6,8932	3,1725	5,8883	
25222	-7,5966	3,4238	5,3273	
25223	-6,5207	3,3749	5,2817	
25224	-6,9174	3,2614	6,8609	
25225	-6,5892	3,7916	7,089	
25226	-7,3203	3,3575	6,5503	
25227	-5,7092	3,3076	5,9205	
25228	-4,7486	2,0634	3,5565	
25229	-5,0943	2,0821	3,2972	
25230	-3,7538	1,9	4,0418	
25231	-4,3511	2,0189	4,0713	
25232	-4,0229	1,9701	3,2055	
25233	-3,3909	1,6185	3,2255	
25234	-3,9499	1,7083	4,6449	
25235	-4,9655	2,9498	5,643	
25236	-4,639	1,8829	5,8702	
25237	-5,2883	1,5572	5,8079	
25238	-4,0854	1,6449	5,4015	
25239	-4,5853	1,639	5,2099	
25240	-4,139	1,702	5,9375	
25241	-4,0076	1,6935	6,4062	
25242	-4,5763	1,7722	4,7847	
25243	-4,0521	1,6725	4,3042	
25244	-5,9605	1,5965	7,9251	
25245	-2,9726	1,9538	6,775	
25246	-2,9722	1,5573	7,4948	
25247	-3,6417	1,6779	7,5276	
25248	-7,781	3,2642	4,3825	
25249	-9,0026	3,0752	4,6505	
25250	-8,8426	3,0801	4,2037	
25251	-8,6135	2,7848	4,6492	
25252	-8,5386	3,2377	4,8148	
25253	-8,0421	3,6345	4,3327	
25254	-7,392	3,0772	4,1184	
25255	-7,7084	3,3773	4,8658	
25256	-4,118	1,8626	7,1964	
25257	-3,2438	2,0295	7,4202	
25258	-2,5554	1,9053	7,4925	
25259	-3,0332	1,4812	7,9746	
25260	-3,608	2,0503	6,3792	
25261	-2,4258	2,0076	6,7794	
25262	-3,0678	1,9051	6,341	
25263	-3,388	1,9423	6,7528	
25264	-4,2641	1,9481	4,994	
25265	-4,7402	2,1061	4,4499	
25266	-4,1854	2,0063	6,6255	
25267	-3,9261	2,0529	5,6573	
25268	-4,9688	1,9764	5,469	
25269	-4,513	2,0891	6,1624	
25270	-5,1773	2,7552	5,0347	
25271	-5,4644	2,9276	5,652	
25272	-4,8335	3,1201	5,9487	
25273	-4,6748	3,0246	5,2612	
25274	-3,9645	2,2448	4,3889	
25275	-3,5185	1,9015	4,3761	
25276	-3,7676	1,6392	4,9801	
25277	-3,3966	1,9938	3,4715	
25278	-4,4907	2,2106	3,1946	
25279	-4,4427	2,4492	3,7021	
25280	-4,9209	2,2259	2,8699	
25281	-5,5685	2,2105	3,2915	
25282	-5,2412	2,1395	3,7294	
25283	-5,7386	4,0741	5,8996	
25284	-5,2919	2,9338	6,1696	
25285	-7,2249	2,9654	6,3434	
25286	-6,6315	3,0137	6,3969	
25287	-6,9403	3,3817	7,2326	
25288	-6,8143	2,9409	5,4481	
25289	-6,4365	3,173	5,7374	
25290	-6,1108	3,1897	5,24	
25291	-6,7661	3,2165	4,9045	
25292	-7,2497	3,277	5,5826	
25293	-7,8574	3,2937	5,6173	
25294	-7,3261	3,35	5,0997	
25295	-8,614	3,98	5,48	
25296	-8,1332	3,7295	5,0583	
25297	-8,1808	3,5676	6,7444	
25298	-8,3873	3,2864	6,4015	
25299	-8,9752	2,3609	6,0866	
25300	-8,6753	1,7791	5,5414	
25301	-8,4736	2,2608	5,556	
25302	-6,0715	1,9465	3,8694	
25303	-8,1391	1,7687	3,485	
25304	-8,4875	2,1954	4,1562	
25305	-8,6413	25,37	4,6474	
25306	-1,8286	2,0182	7,181	
25307	-2,3688	2,7575	7,8357	
25308	-1,8991	2,6328	7,7172	
25309	-1,8562	3,2313	7,3342	
25310	-2,1397	2,9445	6,9811	
25311	-2,0783	3,6238	6,1679	
25312	-2,1104	3,2673	6,56	
25313	-2,5795	3,75	6,9958	
25314	-2,6264	3,7623	6,123	
25315	-2,9646	3,942	5,2354	
25316	-2,9026	4,3558	5,0724	
25317	-2,9162	3,8854	6,6457	
25318	-3,3613	3,8106	6,2453	
25319	-4,2509	2,1236	7,9994	
25320	-4,6772	1,8801	7,7185	
25321	-2,2371	1,6142	7,8609	
25322	-2,5802	2,1587	8,0369	
25323	-1,7289	2,3619	6,6752	
25324	-1,9678	1,945	6,5034	
25325	-2,2943	4,125	5,5976	
25326	-2,0872	3,919	4,8851	
25327	-5,0969	1,7331	7,1931	
25328	-4,5424	1,4754	7,4317	
25329	-5,7064	2,5305	7,8407	
25330	-6,1015	2,3714	8,1363	
25331	-5,8066	2,0352	7,5993	
25332	-6,7843	2,1656	8,0625	
25333	-3,1079	1,9647	4,6276	
25334	-2,3408	2,0025	4,7479	
25335	-1,9955	2,2799	4,6865	
25336	-1,3151	1,817	5,0374	
25337	-2,5349	2,4897	2,084	
25338	-1,9423	3,4886	2,4337	
25339	-2,0408	2,7727	1,871	
25340	-1,9825	2,4855	2,3347	
25341	-2,1295	2,6849	3,4492	
25342	-2,0135	2,1506	2,9128	
25343	-1,88	2,6318	3,8812	
25344	-2,0971	3,652	3,4634	
25345	-2,0463	3,1449	3,7188	
25346	-2,472	3,3823	3,0835	
25347	-2,1429	3,6307	4,2505	
25348	-2,7172	4,2522	3,5992	
25349	-2,6507	3,9581	3,0831	
25350	-3,083	3,7876	4,1752	
25351	-4,2804	3,0047	4,3455	
25352	-3,4352	3,6657	3,8436	
25353	-3,6165	3,5786	4,2872	
25354	-2,4575	2,9677	2,0017	
25355	-2,6016	3,7837	2,4567	
25356	-8,6742	3,0993	5,5547	
25357	-8,5467	2,4337	6,8221	
25358	-8,8776	3,1132	7,5106	
25359	-8,7176	2,2233	7,4231	
25360	-9,4164	1,8545	6,5257	
25361	-8,6361	2,7619	3,4967	
25362	-8,4882	2,0798	3,3074	
25363	-6,0096	2,5778	1,9296	
25364	-5,3636	2,6173	1,9644	
25365	-5,5995	3,3388	1,8922	
25366	-6,7501	2,3059	2,2753	
25367	-6,8628	2,7798	2,09	
25368	-7,2906	2,8856	2,5029	
25369	-6,7022	2,932	2,6363	
25370	-8,0203	2,5903	2,0591	
25371	-8,2842	2,3591	2,3376	
25372	-7,312	2,5482	2,0182	
25373	-8,4293	3,1638	2,2999	
25374	-8,353	2,0713	4,8545	
25375	-8,4614	3,4999	2,6784	
25376	-8,4611	3,5171	3,9728	
25377	-8,3718	3,673	3,2767	
25378	-8,4596	3,0575	3,0807	
25379	-8,6731	3,6917	5,204	
25380	-8,2315	3,928	4,6406	
25381	-8,3104	3,9554	3,9562	
25382	-8,4386	4,3512	5,7794	
25383	-8,6614	3,5085	7,1938	
25384	-5,8574	1,8106	2,6749	
25385	-5,3343	2,1063	2,3108	
25386	-5,7563	2,1782	2,1577	
25387	-2,3344	5,3418	2,9794	
25388	-2,9517	3,8018	1,9986	
25389	-2,3936	4,1259	2,4738	
25390	-3,3259	3,8596	2,3901	
25391	-4,8749	3,4595	1,9318	
25392	-5,1855	2,9382	2,2023	
25393	-3,5516	3,47	3,2396	
25394	-3,3065	2,7658	2,0222	
25395	-4,1305	3,0818	2,5099	
25396	-3,6089	3,5163	2,2224	
25397	-3,8613	3,2457	2,9371	
25398	-4,6188	3,0256	3,3398	
25399	-4,9669	3,1217	2,6139	
25400	-4,4861	3,4612	2,4165	
25401	-8,6133	12,512	2,8343	
25402	-2,8468	4,0796	4,4522	
25403	-2,4807	2,0203	4,0205	
25404	-2,5585	2,2443	5,4112	
25405	-3,1857	2,2867	5,3042	
25406	-8,3155	2,0177	7,0845	
25407	-7,6708	1,9425	7,2508	
25408	-8,4586	2,1956	6,1291	
25409	-8,3207	2,111	6,599	
25410	-8,6238	1,3212	6,2869	
25411	-5,6734	1,7653	6,7722	
25412	-6,3907	1,8303	6,5744	
25413	-5,9796	2,3239	7,0799	
25414	-6,7074	1,9745	7,3529	
25415	-5,8731	2,0535	6,008	
25416	-5,4368	2,0959	6,3426	
25417	-7,3455	1,9977	6,7157	
25418	-7,0952	1,7786	5,9308	
25419	-8,2815	2,4456	7,8029	
25420	-8,3686	2,9924	8,1282	
25421	-8,8325	2,6931	7,7727	
25422	-8,0473	3,112	7,4288	
25423	-6,8811	2,6637	8,1553	
25424	-7,529	2,1855	8,1467	
25425	-7,3983	3,05	7,8233	
25426	-8,9903	10,434	8,4704	
25427	-2,2119	3,0404	5,282	
25428	-2,3722	3,4561	5,2371	
25429	-3,0455	2,1236	1,9081	
25430	-6,8091	3,1623	7,8524	
25431	-8,362	3,686	7,6144	
25432	-6,275	3,121	7,7006	
25433	-6,6122	3,3426	7,4865	
25434	-7,3929	2,0176	7,6891	
25435	-7,8588	2,0188	7,8079	
25436	-2,034	1,5517	2,51	
25437	-2,342	1,9319	2,2382	
25438	-1,9297	3,1287	6,17	
25439	-2,0084	2,5297	5,3799	
25440	-2,6627	3,6605	7,8162	
25441	-2,6126	4,1149	8,5304	
25442	-2,9928	3,927	7,7732	
25443	-3,5072	1,9143	7,9839	
25444	-3,1698	2,2578	8,0609	
25445	-4,3191	2,4013	8,3562	
25446	-3,903	2,6127	8,0793	
25447	-4,3127	3,0046	7,9872	
25448	-2,9612	3,0167	8,134	
25449	-3,7035	3,6735	7,6444	
25450	-3,5357	4,1658	7,1493	
25451	-3,0589	4,4298	7,328	
25452	-9,2744	24,129	4,8753	
25453	-6,6496	2,0017	2,6192	
25454	-6,9096	1,9421	3,4415	
25455	-7,9721	2,1267	2,6784	
25456	-7,4836	2,026	3,9584	
25457	-7,2856	1,8673	3,0142	
25458	-7,6545	1,6835	3,7274	
25459	-7,4642	2,1604	2,028	
25460	-8,3299	1,8838	2,4913	
25461	-7,7159	3,0187	2,798	
25462	-7,7402	3,1151	3,1848	
25463	-7,9757	3,6401	3,926	
25464	-7,7186	3,3448	3,9246	
25465	-7,773	2,202	5,9899	
25466	-7,4811	2,1257	5,374	
25467	-6,9359	1,9033	5,0387	
25468	-6,8127	2,001	4,2189	
25469	-6,2773	1,7747	4,3966	
25470	-5,8328	1,9983	4,9575	
25471	-6,3146	1,9379	5,612	
25472	-5,7546	3,146	6,5024	
25473	-5,3414	2,671	3,9175	
25474	-4,566	3,5851	3,509	
25475	-5,8866	3,0107	2,5452	
25476	-5,162	2,8483	3,3657	
25477	-4,2669	1,9066	2,438	
25478	-4,6887	1,7319	2,5046	
25479	-3,4775	1,9183	2,7003	
25480	-3,4542	1,7079	2,1202	
25481	-4,0067	2,2201	2,0791	
25482	-6,8337	3,0138	4,1391	
25483	-4,7597	2,6144	2,0493	
25484	-4,2282	3,1186	1,167	
25485	-3,69	2,9043	1,5962	
25486	-5,8833	2,4044	1,4956	
25487	-3,9212	3,2949	4,879	
25488	-5,9654	2,8398	4,5418	
25489	-6,0891	2,7898	3,8602	
25490	-6,9246	2,9606	3,458	
25491	-5,8619	3,7044	7,591	
25492	-5,2804	3,0189	7,3286	
25493	-5,1333	3,2529	7,7816	
25494	-4,2161	3,3609	6,9505	
25495	-4,7547	2,9931	6,7602	
25496	-5,2841	1,9725	4,4066	
25497	-6,7753	1,6103	3,9153	
25498	-3,1769	1,9208	6,0222	
25499	-3,6658	1,6958	7,0778	
25500	-2,1914	2,1158	3,7607	
25501	-1,9731	2,9434	4,7062	
25502	-3,8289	3,4856	5,9302	
25503	-3,3411	3,2717	5,0257	
25504	-4,2276	3,2958	5,1939	
25505	-3,8012	3,8554	4,4914	
25506	-3,2834	1,506	2,4566	
25507	-2,7899	1,6877	2,5982	
25508	-9,1003	6,7386	8,317	
25509	-3,0847	1,9461	2,3951	
25510	-2,5392	2,1365	2,7283	
25511	-4,4755	3,1705	5,6328	
25512	-4,3147	3,0534	4,8979	
25513	-2,7887	3,6737	4,6259	
25514	-3,0866	3,5431	5,5124	
25515	-3,5464	3,1493	4,5569	
25516	-3,7529	2,9554	5,1546	
25517	-3,0293	3,5583	4,9388	
25518	-3,4781	3,6217	5,7081	
25519	-4,101	3,2649	6,4262	
25520	-2,434	3,2297	4,7798	
25521	-2,519	1,8364	3,5987	
25522	-2,3926	2,4397	4,0104	
25523	-3,7692	2,0271	6,867	
25524	-2,7739	2,135	5,9614	
25525	-3,5137	2,1157	5,8285	
25526	-6,4836	2,03	3,7896	
25527	-6,9922	2,089	3,8414	
25528	-5,4818	2,592	4,4269	
25529	-4,9156	2,2869	4,0033	
25530	-5,6254	2,0705	4,6835	
25531	-4,9874	1,9767	4,8052	
25532	-4,6992	2,9171	7,2184	
25533	-4,6893	3,1923	6,4113	
25534	-4,5189	2,4427	6,5843	
25535	-5,0639	2,7265	6,9678	
25536	-3,6941	3,4705	6,917	
25537	-5,3042	3,6487	8,01	
25538	-4,8094	3,0091	7,9911	
25539	-5,5658	3,0167	6,932	
25540	-5,6013	3,0212	7,5592	
25541	-7,4399	2,8716	3,5741	
25542	-6,4194	2,7689	3,0558	
25543	-6,581	2,8693	3,8291	
25544	-6,3696	2,6256	4,2615	
25545	-5,7519	2,4098	3,6514	
25546	-6,0222	2,728	5,0883	
25547	-3,9494	2,755	2,006	
25548	-3,4639	3,1862	1,9145	
25549	-3,6005	2,5157	1,9016	
25550	-3,9689	3,3554	1,5961	
25551	-5,0784	2,4084	2,3479	
25552	-4,6861	2,7273	2,4797	
25553	-4,423	2,9611	2,0638	
25554	-4,5538	2,2083	2,3259	
25555	-7,1142	3,061	3,7614	
25556	-6,6268	2,9117	4,5013	
25557	-7,186	2,7829	4,4176	
25558	-3,5378	2,1313	1,9971	
25559	-3,7808	2,0767	2,3614	
25560	-3,0564	1,9972	2,9471	
25561	-3,5725	2,2152	3,0622	
25562	-4,5404	2,0371	2,7549	
25563	-5,0522	1,9163	2,5983	
25564	-4,8638	2,4959	3,4302	
25565	-4,9502	2,8332	2,9816	
25566	-5,651	2,2837	2,6674	
25567	-5,6847	2,9594	2,1282	
25568	-5,6022	2,998	2,9987	
25569	-4,2986	3,2183	3,7043	
25570	-5,7808	2,8079	6,1555	
25571	-5,8701	3,6058	6,205	
25572	-6,7169	2,1461	6,0047	
25573	-5,7827	2,0469	5,4645	
25574	-6,6305	2,2177	5,3144	
25575	-6,5419	2,055	4,7524	
25576	-7,2612	2,213	4,3425	
25577	-7,1122	2,3435	5,0992	
25578	-7,5429	2,0304	5,7257	
25579	-7,9922	2,1719	5,1232	
25580	-8,1276	2,3076	5,8009	
25581	-7,8265	2,2577	6,4917	
25582	-7,2865	2,2455	6,2176	
25583	-8,3972	2,9738	4,135	
25584	-8,044	2,9307	2,5202	
25585	-8,6042	2,1608	2,5794	
25586	-7,274	1,9186	1,9087	
25587	-7,4646	2,355	2,3127	
25588	-7,9151	1,8151	4,0307	
25589	-7,7819	2,1779	3,5598	
25590	-7,0337	2,5344	2,815	
25591	-7,121	2,1302	2,5847	
25592	-8,0666	2,28	3,1128	
25593	-6,4587	2,0631	3,0948	
25594	-6,2223	2,1739	2,3365	
25595	-3,1507	4,4245	7,8036	
25596	-3,686	3,7754	7,2316	
25597	-3,9376	3,2951	7,801	
25598	-3,2839	3,7915	7,5073	
25599	-2,8274	2,5493	8,0315	
25600	-2,669	3,1447	7,8972	
25601	-3,4747	3,0116	7,9852	
25602	-4,3352	2,5255	7,8683	
25603	-3,8753	2,1691	8,2033	
25604	-3,0669	1,9062	7,7561	
25605	-3,7395	2,1732	7,5612	
25606	-2,8764	3,553	7,4539	
25607	-2,0397	2,8127	5,7507	
25608	-2,1744	2,2126	5,8644	
25609	-2,3921	2,69	5,3078	
25610	-2,4225	3,3474	6,1081	
25611	-7,7544	2,5654	7,8302	
25612	-8,3258	1,8914	7,5637	
25613	-6,9291	2,1686	7,6091	
25614	-6,6545	2,9132	7,3639	
25615	-6,1881	2,7028	7,8547	
25616	-6,123	3,1367	7,1908	
25617	-8,4113	3,3108	7,5304	
25618	-8,9689	3,9423	8,024	
25619	-3,007	2,4608	2,182	
25620	-7,1798	3,0429	7,3024	
25621	-7,4505	3,5053	7,7054	
25622	-7,2449	2,5355	7,9162	
25623	-7,1821	2,797	8,4859	
25624	-8,4146	2,9458	7,1073	
25625	-8,1017	2,9918	7,7934	
25626	-7,6286	3,0748	7,0845	
25627	-6,7883	2,1264	6,5609	
25628	-5,3511	2,1533	6,9039	
25629	-5,0206	2,1695	6,5776	
25630	-6,0814	2,156	6,4829	
25631	-3,45	2,0122	4,8756	
25632	-2,9655	2,5686	5,6729	
25633	-2,2232	2,0783	5,0736	
25634	-2,8429	2,1608	4,1559	
25635	-2,6088	3,7706	4,1536	
25636	-4,0359	2,7485	2,9363	
25637	-2,9073	2,9723	1,9087	
25638	-3,4683	3,8638	2,8799	
25639	-3,2636	3,8151	3,4829	
25640	-3,3952	3,1963	3,7179	
25641	-3,075	4,0278	2,7849	
25642	-3,0312	3,6582	2,4692	
25643	-2,7466	4,2344	2,8327	
25644	-3,2063	3,4803	1,7389	
25645	-5,2928	2,2732	1,8992	
25646	-5,8746	1,9554	3,0659	
25647	-8,351	3,2873	6,9515	
25648	-8,7537	3,9365	7,0623	
25649	-8,184	3,434	4,7039	
25650	-8,7974	3,2504	5,2574	
25651	-8,5659	2,9479	2,6346	
25652	-8,4559	3,2003	3,5093	
25653	-8,2599	2,5634	3,2829	
25654	-8,0975	3,2347	3,2182	
25655	-8,1352	3,4921	2,4174	
25656	-8,0518	2,028	4,6285	
25657	-8,4826	2,4907	5,092	
25658	-8,4832	2,3639	4,6461	
25659	-7,1671	2,4749	2,4075	
25660	-7,7116	2,5248	2,0376	
25661	-6,3345	2,8039	2,3045	
25662	-6,5644	2,4576	1,9291	
25663	-8,2551	2,1909	3,6963	
25664	-8,3733	2,6566	3,8633	
25665	-8,3207	3,1873	5,7215	
25666	-2,2785	3,6593	2,6756	
25667	-2,5275	3,098	2,4117	
25668	-2,3346	2,7365	2,3025	
25669	-3,2435	3,6899	4,5761	
25670	-4,6335	2,8422	4,0768	
25671	-2,8429	3,952	3,7792	
25672	-2,4989	3,4363	3,6568	
25673	-2,3823	2,9276	2,9876	
25674	-2,1105	2,2536	3,3779	
25675	-2,1456	2,3593	1,9111	
25676	-1,6669	1,673	5,2585	
25677	-2,306	2,4877	4,5993	
25678	-6,3146	2,2266	7,7721	
25679	-5,3603	1,8509	7,4808	
25680	-5,4215	2,187	7,7763	
25681	-5,1229	2,6031	7,7431	
25682	-2,725	3,977	5,7811	
25683	-2,0808	2,281	6,3988	
25684	-2,0746	2,4095	6,8898	
25685	-2,1486	2,4169	7,9045	
25686	-2,0686	2,0215	7,5691	
25687	-4,2786	2,0871	7,5815	
25688	-4,657	2,1119	8,0662	
25689	-2,5722	3,3382	6,6965	
25690	-2,0302	2,7873	6,6394	
25691	-2,2445	3,0555	7,4097	
25692	-2,1682	2,6263	7,3677	
25693	-7,9527	3,0699	6,1768	
25694	-8,3687	3,8911	6,9907	
25695	-7,9077	3,5506	5,3014	
25696	-7,5592	2,9677	5,1557	
25697	-7,5344	2,9541	5,813	
25698	-6,4932	2,9067	5,1723	
25699	-5,9293	2,9551	5,6136	
25700	-6,5253	2,8671	6,0256	
25701	-4,8744	2,6782	5,954	
25702	-5,5242	1,794	3,3412	
25703	-4,0004	2,3281	3,8858	
25704	-4,0656	2,3577	3,4083	
25705	-3,0233	2,1214	3,7128	
25706	-3,8105	2,0326	3,5355	
25707	-3,919	2,1029	5,1683	
25708	-4,2694	2,0227	4,548	
25709	-4,8328	2,5486	5,3735	
25710	-4,045	2,138	6,1792	
25711	-4,4133	2,112	5,5793	
25712	-4,4779	2,1348	7,0182	
25713	-3,1771	2,3369	6,5249	
25714	-2,918	1,9554	7,2138	
25715	-2,8092	2,3866	7,0144	
25716	-2,9663	2,3153	7,5448	
25717	-3,3154	3,2439	6,0367	
25718	-3,328	2,2078	7,0757	
25719	-3,7032	2,4397	6,6147	
25720	-3,181	2,3518	5,9292	
25721	-2,8007	2,2402	6,448	
25722	-4,9501	2,1746	7,122	
25723	-4,1421	2,4337	6,8463	
25724	-4,385	2,5399	6,0149	
25725	-4,3513	2,4152	5,1623	
25726	-4,876	2,2688	5,8282	
25727	-4,5377	2,6963	5,5975	
25728	-4,7346	2,4119	5,051	
25729	-5,1695	2,5172	5,5678	
25730	-3,864	2,1579	4,7743	
25731	-3,5665	2,443	5,0139	
25732	-3,6097	2,518	3,6119	
25733	-3,421	2,2518	3,9981	
25734	-2,5808	2,3856	3,4634	
25735	-4,0962	2,8506	3,4257	
25736	-4,3641	2,4476	4,2657	
25737	-5,1348	2,3988	6,1401	
25738	-4,928	2,7102	6,4447	
25739	-6,856	2,5648	6,2994	
25740	-6,423	2,6944	5,5493	
25741	-6,2326	2,7551	6,4828	
25742	-6,1408	3,1354	6,083	
25743	-5,7273	2,4913	5,71	
25744	-5,5322	2,7191	5,4237	
25745	-6,7981	2,7604	4,9677	
25746	-7,4967	2,5298	5,8474	
25747	-8,0212	2,8334	5,7241	
25748	-7,1028	2,776	5,6464	
25749	-8,0081	2,9606	4,736	
25750	-7,5703	2,9887	4,6155	
25751	-7,0276	3,028	5,0396	
25752	-8,3285	3,3755	5,2465	
25753	-8,04	3,1102	6,6509	
25754	-8,4313	2,9094	6,1178	
25755	-7,656	3,1381	6,5734	
25756	-2,2528	2,2285	7,1741	
25757	-2,4663	3,2814	7,5826	
25758	-2,5863	3,1803	7,1404	
25759	-2,3986	2,8993	6,236	
25760	-2,9573	3,4852	6,3836	
25761	-4,7052	2,3182	7,7222	
25762	-3,9707	1,931	7,7662	
25763	-1,7974	1,8865	7,9595	
25764	-2,4671	2,3725	7,5719	
25765	-2,3818	2,2299	6,2581	
25766	-2,5795	3,799	5,3782	
25767	-3,0131	3,6119	5,9374	
25768	-5,4462	2,4629	7,36	
25769	-4,9879	2,5894	7,4078	
25770	-5,0723	1,7815	7,9936	
25771	-6,064	2,599	7,4178	
25772	-6,7008	2,6322	7,7994	
25773	-2,4435	2,8478	4,3661	
25774	-2,5828	2,2508	4,4253	
25775	-1,804	2,1847	1,9878	
25776	-2,5281	2,12	3,0887	
25777	-2,4223	2,9235	3,4304	
25778	-2,8818	3,078	2,8513	
25779	-2,4312	3,3181	4,1704	
25780	-2,6867	3,6984	3,4215	
25781	-2,9651	3,5496	3,8639	
25782	-4,9447	2,7586	3,7605	
25783	-5,0214	2,5793	4,37	
25784	-2,9884	3,2167	4,7105	
25785	-2,521	2,6235	2,6327	
25786	-2,7658	3,4572	2,7092	
25787	-2,7664	3,4104	2,103	
25788	-2,8559	2,7343	2,3758	
25789	-2,3653	4,0671	2,8446	
25790	-8,5001	3,5588	5,6234	
25791	-7,8204	2,8498	3,8749	
25792	-8,3026	2,5911	4,3693	
25793	-8,362	1,801	3,944	
25794	-6,5433	2,4074	2,702	
25795	-6,8333	2,542	2,4966	
25796	-5,9176	2,5684	2,3991	
25797	-6,3057	3,0575	2,7262	
25798	-7,6326	2,9484	2,2822	
25799	-8,7778	2,195	4,9867	
25800	-7,7253	2,1964	4,3848	
25801	-7,9376	3,1805	2,1938	
25802	-7,9413	2,7273	2,9732	
25803	-8,4364	2,7351	2,276	
25804	-8,6715	4,2724	6,9593	
25805	-8,8484	4,2651	7,4392	
25806	-9,164	4,0446	7,1738	
25807	-8,4471	2,8557	6,61	
25808	-6,0013	2,4306	3,1098	
25809	-6,2076	2,1227	2,771	
25810	-3,3028	3,4232	2,6071	
25811	-3,0353	3,9724	3,2149	
25812	-3,6619	3,0272	3,2407	
25813	-3,7981	3,125	4,1128	
25814	-3,6339	2,5391	2,3411	
25815	-4,0754	2,5456	2,4514	
25816	-4,3676	2,4997	2,7851	
25817	-3,0775	1,9245	4,1616	
25818	-2,4605	2,5468	5,7864	
25819	-3,2158	2,4101	4,7619	
25820	-5,7661	2,2695	6,6624	
25821	-6,3387	2,063	6,1677	
25822	-6,3625	2,329	6,7897	
25823	-6,9537	2,2133	7,0486	
25824	-7,3586	2,9639	6,7653	
25825	-8,3016	3,3957	7,9879	
25826	-7,6659	2,8055	7,4099	
25827	-8,4351	2,7668	7,5371	
25828	-2,9923	2,3686	2,7334	
25829	-6,3067	2,9181	6,8964	
25830	-7,8726	2,3669	7,3819	
25831	-2,7567	3,1394	5,219	
25832	-3,1855	3,405	7,8051	
25833	-2,9643	3,5152	6,9521	
25834	-3,5865	2,4531	7,9225	
25835	-4,0846	2,7786	7,6151	
25836	-3,633	3,1688	7,4437	
25837	-3,2158	2,7661	7,7637	
25838	-4,2581	3,0721	7,4328	
25839	-3,0162	4,8457	7,6692	
25840	-6,9282	2,1329	3,0285	
25841	-6,0928	1,9766	3,4208	
25842	-6,6609	2,4336	3,4672	
25843	-7,5364	2,2355	3,0438	
25844	-7,1542	2,2129	2,1738	
25845	-7,4704	2,7461	2,9839	
25846	-7,2614	2,2988	3,4891	
25847	-8,2867	3,1697	4,3841	
25848	-8,1135	3,1608	3,96	
25849	-8,0531	2,5424	6,1037	
25850	-7,9854	2,2982	6,8924	
25851	-7,9893	2,0618	5,528	
25852	-6,8967	2,4808	4,6139	
25853	-7,5698	2,4987	4,7199	
25854	-6,8315	2,5106	4,1513	
25855	-6,182	2,1901	5,1343	
25856	-5,3855	1,9636	5,8268	
25857	-5,3825	2,1551	5,4019	
25858	-5,6549	2,6581	2,6673	
25859	-6,0167	2,9369	2,98	
25860	-5,5955	2,6534	3,2186	
25861	-5,5346	2,943	3,6789	
25862	-6,0205	3,0514	1,8439	
25863	-5,3054	2,5115	3,4771	
25864	-3,7665	2,0315	1,6712	
25865	-6,3768	2,5733	4,7897	
25866	-3,9463	3,2002	2,0005	
25867	-4,663	3,0189	1,6502	
25868	-5,5936	2,6115	4,8797	
25869	-5,5286	2,225	4,0487	
25870	-6,1102	2,3286	4,0202	
25871	-4,5766	2,7436	7,5835	
25872	-3,3259	3,5129	6,6735	
25873	-4,3664	3,2062	6,0656	
25874	-4,3732	3,0593	6,7321	
25875	-4,8719	3,0737	7,5005	
25876	-5,2564	2,3081	4,7126	
25877	-5,9847	2,3478	4,6334	
25878	-5,7955	2,6102	4,1687	
25879	-2,579	1,9407	5,5843	
25880	-2,6555	3,4946	5,0016	
25881	-3,5088	3,1733	5,542	
25882	-4,2601	2,8847	5,3853	
25883	-3,9909	2,7249	4,7321	
25884	-2,5729	3,9023	4,9311	
25885	-4,2109	2,341	4,7581	
25886	-3,8895	2,5378	5,1867	
25887	-3,8766	2,6751	4,159	
25888	-3,4501	2,8355	4,8288	
25889	-3,835	3,007	5,9657	
25890	-4,0435	2,5211	5,6302	
25891	-4,0761	3,2637	5,6408	
25892	-3,0124	3,049	5,7523	
25893	-6,1076	1,899	4,7573	
25894	-4,0716	2,7593	6,3963	
25895	-3,924	2,989	7,0048	
25896	-4,598	2,5747	7,0685	
25897	-4,5461	2,863	6,3257	
25898	-3,2206	3,0838	6,5508	
25899	-3,5614	3,3324	6,3951	
25900	-3,2781	3,7342	7,0575	
25901	-6,222	2,4748	3,5296	
25902	-3,6349	3,0975	2,364	
25903	-6,1726	2,6135	2,7172	
25904	-5,0538	2,2565	5,0478	
25905	-5,4044	2,3541	5,7863	
25906	-5,6591	2,3131	5,1155	
25907	-6,1974	2,2743	5,6904	
25908	-7,2217	2,5938	3,952	
25909	-7,9988	2,6714	5,0254	
25910	-7,9077	2,778	4,304	
25911	-7,2424	2,8201	4,8616	
25912	-7,8846	2,5062	5,473	
25913	-7,898	2,7898	6,8934	
25914	-7,5737	2,5608	6,6713	
25915	-8,1594	2,5457	6,4896	
25916	-7,6336	2,5899	6,3034	
25917	-8,0774	2,9287	3,455	
25918	-8,7429	3,1439	3,7963	
25919	-7,1041	2,5973	3,239	
25920	-7,7215	2,5866	3,3702	
25921	-2,9803	3,1043	7,4329	
25922	-2,6922	2,7774	7,4902	
25923	-3,3962	2,3311	7,6024	
25924	-3,121	3,3631	7,2897	
25925	-3,7776	2,8358	7,8187	
25926	-2,5892	2,9367	5,685	
25927	-2,5856	2,8148	4,8617	
25928	-7,3368	2,4099	7,4106	
25929	-5,9239	2,7201	6,7301	
